Start Trace PCaa/SM/PCae/lysoPC (XIC; MS Order: MS2; Polarity: Positive; Mass: 184.073872; Tolerance: 8 ppm;)
File: 087C18_Br-D0CF1_Dil1-5_pos.raw (F35)
0.42974	0
0.96173	0
0.96750	17023504
0.96850	0
0.99139	0
0.99373	121246
1.00211	0
1.04975	0
1.05087	661694
1.05666	0
1.08156	0
1.08996	684395
1.09128	0
1.15910	0
1.16622	2692920
1.17344	0
1.18190	0
1.18322	329470
1.19036	0
1.25111	0
1.25963	6300939
1.26694	0
1.34964	0
1.35094	4002771
1.36479	0
7.81804	0
7.82679	2338234
7.82807	0
7.90965	0
7.91707	5717709
7.91834	0
7.99701	0
8.00310	3873031
8.01046	0
8.26101	0
8.26699	3677120
8.26829	0
8.34523	0
8.35257	5251795
8.36712	0
8.43334	0
8.44065	2585861
8.44192	0
8.45774	7697329
8.45900	0
8.54342	0
8.54949	13489771
8.55204	0
8.58535	0
8.59271	2376565
8.59532	0
8.63589	0
8.64199	4376067
8.64314	0
8.64447	0
8.65057	1359139
8.65927	0
8.67787	0
8.68396	4744132
8.68657	0
8.70735	0
8.71605	4369253
8.72465	0
8.76903	0
8.77634	3969835
8.77896	0
8.79621	0
8.80227	12193310
8.80358	0
8.86572	0
8.87181	4754029
8.88052	0
8.88185	0
8.88924	23023426
8.89054	0
8.95365	0
8.95970	26319484
8.96105	0
8.96974	0
8.97716	23034396
8.97851	0
9.04089	0
9.04704	9652584
9.04835	0
9.05845	0
9.06592	3474787
9.06724	0
9.13239	0
9.14126	4574027
9.14258	0
9.15134	0
9.16020	858931
9.16154	0
9.22847	0
9.23117	499418
9.23743	901624
9.23875	0
9.31932	0
9.32688	664062
9.33442	0
9.41879	0
9.42016	295920
9.42762	0
9.49246	0
9.50124	2196277
9.50256	0
9.58004	0
9.59496	2286774
9.59628	0
9.67239	0
9.68848	14490121
9.68979	0
9.76678	0
9.78159	9037457
9.78290	0
9.86597	0
9.87209	1962093
9.88076	0
10.05987	0
10.06122	415249
10.06986	0
10.14679	0
10.15290	900909
10.15420	0
10.23483	0
10.24619	351179
10.24750	0
10.78733	0
10.79007	4153844
10.79750	0
10.86745	0
10.87357	4795257
10.87463	0
10.89206	0
10.89347	5996569
10.89951	0
10.95180	0
10.95789	6958352
10.96665	4775465
10.96937	0
11.02214	0
11.02486	6636227
11.03091	0
11.04228	0
11.04837	20084894
11.05103	0
11.05971	0
11.06583	5371306
11.06721	3693705
11.06828	0
11.11034	0
11.12039	8203816
11.12639	0
11.14380	8619171
11.14645	0
11.15378	0
11.16116	6661351
11.16254	4629294
11.16357	0
11.21264	0
11.21404	10020738
11.22130	0
11.24717	0
11.25579	7606874
11.25717	6037759
11.25816	0
11.28255	0
11.28980	2848305
11.29112	0
11.30102	0
11.30831	12820053
11.31553	0
11.33263	6853039
11.33526	0
11.34381	0
11.34977	9392719
11.35113	7890691
11.35211	0
11.37770	0
11.38360	3512817
11.38498	4239437
11.39348	0
11.40063	0
11.40201	17182184
11.40918	0
11.42621	18749968
11.42882	0
11.43468	0
11.43737	213182
11.44327	12418945
11.44463	11190715
11.44598	2048682
11.45183	0
11.46963	0
11.47680	15770618
11.47818	5653067
11.48663	0
11.48800	440018
11.49380	0
11.49518	23644144
11.49650	0
11.50490	0
11.51919	6289416
11.52179	0
11.52759	0
11.52898	304329
11.53610	14564430
11.53747	13828519
11.53881	2249619
11.54459	0
11.56356	0
11.56938	12798279
11.57074	6021449
11.57919	552172
11.58049	0
11.58624	0
11.58760	29757580
11.58892	0
11.59472	3507021
11.59602	0
11.62243	0
11.62822	17448828
11.62959	17804804
11.63661	0
11.65543	0
11.66118	3650011
11.66255	7287716
11.67071	609983
11.67201	0
11.67906	36777492
11.68037	0
11.68606	0
11.69446	5629874
11.69580	4499991
11.70237	0
11.71332	0
11.71904	21225224
11.72040	21613238
11.72178	0
11.74357	0
11.74493	418017
11.75195	8539034
11.75327	1505864
11.76029	0
11.76155	0
11.76981	48730824
11.77109	0
11.77931	0
11.78502	6120030
11.78636	4398063
11.79295	0
11.80093	0
11.80919	22899662
11.81054	22509594
11.81186	0
11.82717	0
11.83413	3000441
11.83540	0
11.83677	0
11.84246	8642794
11.84377	0
11.84508	0
11.85078	1018019
11.85180	0
11.85851	0
11.85985	51398628
11.86113	0
11.86919	0
11.87489	7415679
11.87623	4979470
11.87751	0
11.89183	0
11.89878	24317342
11.90015	28722518
11.90149	0
11.90718	4431834
11.90803	0
11.92545	0
11.93114	10029981
11.93248	4518273
11.93358	0
11.93927	761006
11.94052	0
11.95508	0
11.95644	55181260
11.95772	0
11.96341	8117351
11.96579	22369864
11.97147	4796663
11.97275	0
11.98064	0
11.98201	157164
11.98768	25239244
11.98872	0
11.99569	30749464
11.99673	0
12.00455	0
12.01153	7062377
12.01287	3876977
12.01416	0
12.01985	10976665
12.02766	1351678
12.02876	0
12.03006	0
12.03574	3496472
12.03780	0
12.04347	5509791
12.04431	0
12.05098	8217608
12.05335	0
12.05903	5499252
12.06135	57310780
12.06822	0
12.06949	0
12.07517	26447194
12.07652	3805320
12.07755	0
12.08325	36488488
12.08427	0
12.08556	59395264
12.09120	0
12.09255	0
12.09953	12596510
12.10086	3485649
12.10172	0
12.10740	21087400
12.10833	0
12.10966	70632376
12.11667	1515039
12.12366	0
12.12625	0
12.13193	9511811
12.13413	0
12.13983	8985057
12.14067	0
12.14732	6918331
12.14975	0
12.15647	0
12.15781	60993772
12.16350	26807522
12.16471	0
12.16599	0
12.17169	45422440
12.17285	0
12.17413	9122671
12.17977	0
12.18112	46956860
12.18248	51555728
12.18819	55275896
12.18926	0
12.19624	82138960
12.19756	5050675
12.19842	0
12.20413	5543570
12.20549	3681093
12.20632	0
12.21322	0
12.21447	69684064
12.22017	8986041
12.22149	0
12.22282	0
12.22853	9371567
12.22988	9784527
12.23081	0
12.23651	9429243
